AXIS_ORDINATE_ID,IS_ABSTRACT_HEADER,CODE,ORDER,LEVEL,PATH,AXIS_ID,PARENT_AXIS_ORDINATE_ID,NAME,DESCRIPTION
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_214,,214,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_211 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_214 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_215,,215,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_211 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_215 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_216,,216,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_211 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_216 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_221,,221,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Loans and advances,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_222,,222,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_222 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_223,,223,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_223 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_224,,224,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_224 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_225,,225,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_225 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_226,,226,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_226 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_227,,227,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_227 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Households,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_231,,231,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,"DEBT INSTRUMENTS AT STRICT LOCOM, OR FAIR VALUE THROUGH PROFIT OR LOSS OR THROUGH EQUITY NOT SUBJECT TO IMPAIRMENT",
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_330,,330,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_330 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,DEBT INSTRUMENTS OTHER THAN HELD FOR TRADING OR TRADING,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_335,,335,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_335 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,DEBT INSTRUMENTS HELD FOR SALE,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_340,,340,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Loan commitments given,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_350,,350,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_350 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_360,,360,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_360 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_370,,370,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_370 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_380,,380,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_380 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_390,,390,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_390 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_400,,400,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_340 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_400 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Households,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_410,,410,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Financial guarantees given,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_420,,420,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_420 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_430,,430,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_430 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_440,,440,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_440 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_450,,450,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_450 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_460,,460,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_460 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_470,,470,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_410 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_470 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Households,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_480,,480,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Other Commitments given,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_490,,490,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_490 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_500,,500,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_500 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_510,,510,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_510 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_520,,520,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_520 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_530,,530,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_530 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_540,,540,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_480 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_540 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Households,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_550,,550,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_550 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,OFF-BALANCE SHEET EXPOSURES,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_900,,900,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_201 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_191 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_196 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_900 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Small and Medium-sized Enterprises,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_903,,903,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_201 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_191 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_196 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_903 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Loans collateralised by commercial immovable property,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_910,,910,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_201 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_191 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_197 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_910 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Loans collateralised by residential immovable property,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_913,,913,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_201 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_191 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_197 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_913 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Credit for consumption,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_920,,920,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_226 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_920 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Small and Medium-sized Enterprises,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_923,,923,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_226 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_923 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Loans collateralised by commercial immovable property,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_930,,930,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_227 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_930 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Loans collateralised by residential immovable property,
EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3_933,,933,,,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_231 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_221 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_227 .,EBA_FINREP_EBA_F_18.00.d_FINREP_2.9_3_933 .,EBA_FINREP_EBA_F_18_00_d_FINREP_2_9_3,,Of which: Credit for consumption,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2_0198,,0198,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0198.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2,,Maximum amount of the collateral or guarantee that can be considered,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2_0199,,0199,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0198.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0199.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2,,Collateral received and financial guarantees received,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2_0200,,0200,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0198.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0199.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0200.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2,,Collateral received on non-performing exposures,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2_0201,,0201,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0198.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0199.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_2_0201.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_2,,Collateral received on performing exposures,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0005,,0005,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0005.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Cash balances at central banks and other demand deposits,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0010,,0010,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0010.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Debt securities,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0020,,0020,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0010.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0020.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0030,,0030,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0010.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0030.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0040,,0040,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0010.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0040.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0050,,0050,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0010.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0050.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0060,,0060,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0010.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0060.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0070,,0070,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Loans and advances,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0080,,0080,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0080.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0090,,0090,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0090.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0100,,0100,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0100.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Credit institutions,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0110,,0110,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0110.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Other financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0120,,0120,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0120.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Non-financial corporations,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0130,,0130,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0120.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0130.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Of which: Small and Medium-sized Enterprises,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0140,,0140,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0120.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0140.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Of which: Loans collateralised by commercial immovable property,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0150,,0150,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0150.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Households,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0160,,0160,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0150.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0160.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Of which: Loans collateralised by residential immovable property,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0170,,0170,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0070.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0150.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0170.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Of which: Credit for consumption,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0180,,0180,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0180.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,DEBT INSTRUMENTS AT COST OR AT AMORTISED COST,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0181,,0181,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0201.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0181.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Debt securities,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0182,,0182,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0201.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0181.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0182.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Central banks,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0183,,0183,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0201.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0181.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0183.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,General governments,
EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3_0184,,0184,,,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0201.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0181.,EBA_FINREP_EBA_F_18.00.d_FINREP_3.0-Ind_3_0184.,EBA_FINREP_EBA_F_18_00_d_FINREP_3_0-Ind_3,,Credit institutions,
